"dt","average_temperature","country"
"2013",25.961,"Indonesia"
"2013",7.669,"Iran"
"2013",9.867,"Iran"
"2013",13.96,"Iran"
"2013",18.416,"Iran"
"2013",24.123,"Iran"
"2013",29.361,"Iran"
"2013",31.459,"Iran"
"2013",29.473,"Iran"
"2013",10.569,"Iraq"
"2013",13.895,"Iraq"
"2013",16.882,"Iraq"
"2013",21.923,"Iraq"
"2013",27.696,"Iraq"
"2013",32.819,"Iraq"
"2013",35.494,"Iraq"
"2013",34.646,"Iraq"
"2013",5.72,"Ireland"
"2013",5.33,"Ireland"
"2013",4.456,"Ireland"
"2013",7.798,"Ireland"
"2013",10.364,"Ireland"
"2013",13.663,"Ireland"
"2013",17.299,"Ireland"
"2013",15.168,"Ireland"
"2013",6.137,"Isle Of Man"
"2013",4.661,"Isle Of Man"
"2013",3.255,"Isle Of Man"
"2013",6.483,"Isle Of Man"
"2013",9.188,"Isle Of Man"
"2013",12.274,"Isle Of Man"
"2013",16.462,"Isle Of Man"
"2013",15.383,"Isle Of Man"
"2013",12.546,"Israel"
"2013",14.306,"Israel"
"2013",17.427,"Israel"
"2013",19.241,"Israel"
"2013",24.294,"Israel"
"2013",26.229,"Israel"
"2013",27.581,"Israel"
"2013",28.155,"Israel"
"2013",5.585,"Italy"
"2013",4.485,"Italy"
"2013",8.144,"Italy"
"2013",12.642,"Italy"
"2013",15.446,"Italy"
"2013",19.764,"Italy"
"2013",23.651,"Italy"
"2013",23.603,"Italy"
"2013",25.882,"Jamaica"
"2013",25.609,"Jamaica"
"2013",25.369,"Jamaica"
"2013",26.899,"Jamaica"
"2013",27.603,"Jamaica"
"2013",28.075,"Jamaica"
"2013",28.206,"Jamaica"
"2013",28.087,"Jamaica"
"2013",28.398,"Jamaica"
"2013",0.563,"Japan"
"2013",1.528,"Japan"
"2013",6.353,"Japan"
"2013",10.102,"Japan"
"2013",15.256,"Japan"
"2013",19.961,"Japan"
"2013",24.286,"Japan"
"2013",25.669,"Japan"
"2013",7.299,"Jersey"
"2013",5.317,"Jersey"
"2013",5.694,"Jersey"
"2013",8.453,"Jersey"
"2013",10.126,"Jersey"
"2013",13.531,"Jersey"
"2013",18.371,"Jersey"
"2013",17.638,"Jersey"
"2013",10.746,"Jordan"
"2013",13.126,"Jordan"
"2013",16.597,"Jordan"
"2013",19.291,"Jordan"
"2013",24.978,"Jordan"
"2013",27.522,"Jordan"
"2013",29.087,"Jordan"
"2013",29.206,"Jordan"
"2013",-10.744,"Kazakhstan"
"2013",-9.294,"Kazakhstan"
"2013",0.64,"Kazakhstan"
"2013",9.686,"Kazakhstan"
"2013",15.97,"Kazakhstan"
"2013",21.147,"Kazakhstan"
"2013",22.816,"Kazakhstan"
"2013",21.277,"Kazakhstan"
"2013",25.712,"Kenya"
"2013",26.245,"Kenya"
"2013",26.793,"Kenya"
"2013",25.01,"Kenya"
"2013",24.808,"Kenya"
"2013",23.567,"Kenya"
"2013",23.333,"Kenya"
"2013",24.014,"Kenya"
"2013",27.386,"Kingman Reef"
"2013",27.397,"Kingman Reef"
"2013",27.637,"Kingman Reef"
"2013",27.622,"Kingman Reef"
"2013",27.985,"Kingman Reef"
"2013",28.135,"Kingman Reef"
"2013",28.157,"Kingman Reef"
"2013",28.432,"Kingman Reef"
"2013",26.784,"Kiribati"
"2013",26.864,"Kiribati"
"2013",27.334,"Kiribati"
"2013",27.285,"Kiribati"
"2013",27.943,"Kiribati"
"2013",28.162,"Kiribati"
"2013",28.006,"Kiribati"
"2013",28.033,"Kiribati"
"2013",14.439,"Kuwait"
"2013",17.46,"Kuwait"
"2013",19.942,"Kuwait"
"2013",25.124,"Kuwait"
"2013",30.59,"Kuwait"
"2013",35.805,"Kuwait"
"2013",38.234,"Kuwait"
"2013",36.593,"Kuwait"
"2013",-10.673,"Kyrgyzstan"
"2013",-7.509,"Kyrgyzstan"
"2013",2.124,"Kyrgyzstan"
"2013",6.514,"Kyrgyzstan"
"2013",10.732,"Kyrgyzstan"
"2013",15.255,"Kyrgyzstan"
"2013",17.202,"Kyrgyzstan"
"2013",16.46,"Kyrgyzstan"
"2013",20.005,"Laos"
"2013",23.163,"Laos"
"2013",24.645,"Laos"
"2013",26.83,"Laos"
"2013",27.539,"Laos"
"2013",27.51,"Laos"
"2013",26.686,"Laos"
"2013",26.704,"Laos"
"2013",-6.878,"Latvia"
"2013",-2.551,"Latvia"
"2013",-5.635,"Latvia"
"2013",4.312,"Latvia"
"2013",15.041,"Latvia"
"2013",18.238,"Latvia"
"2013",18.427,"Latvia"
"2013",17.625,"Latvia"
"2013",10.119,"Lebanon"
"2013",12.364,"Lebanon"
"2013",14.348,"Lebanon"
"2013",17.003,"Lebanon"
"2013",21.961,"Lebanon"
"2013",24.501,"Lebanon"
"2013",26.174,"Lebanon"
"2013",26.956,"Lebanon"
"2013",20.234,"Lesotho"
"2013",19.999,"Lesotho"
"2013",18.406,"Lesotho"
"2013",13.546,"Lesotho"
"2013",10.825,"Lesotho"
"2013",8.423,"Lesotho"
"2013",8.816,"Lesotho"
"2013",9.94,"Lesotho"
"2013",26.423,"Liberia"
"2013",27.166,"Liberia"
"2013",27.693,"Liberia"
"2013",27.106,"Liberia"
"2013",26.868,"Liberia"
"2013",25.811,"Liberia"
"2013",24.74,"Liberia"
"2013",24.705,"Liberia"
"2013",13.471,"Libya"
"2013",15.411,"Libya"
"2013",21.456,"Libya"
"2013",23.915,"Libya"
"2013",29.503,"Libya"
"2013",30.337,"Libya"
"2013",30.553,"Libya"
"2013",29.866,"Libya"
"2013",-3.402,"Liechtenstein"
"2013",-5.357,"Liechtenstein"
"2013",-0.946,"Liechtenstein"
"2013",5.521,"Liechtenstein"
"2013",8.179,"Liechtenstein"
"2013",12.535,"Liechtenstein"
"2013",16.657,"Liechtenstein"
"2013",14.832,"Liechtenstein"
"2013",-6.237,"Lithuania"
"2013",-1.773,"Lithuania"
"2013",-4.652,"Lithuania"
"2013",5.146,"Lithuania"
"2013",15.528,"Lithuania"
"2013",18.182,"Lithuania"
"2013",18.369,"Lithuania"
"2013",17.869,"Lithuania"
"2013",1.171,"Luxembourg"
"2013",0.364,"Luxembourg"
"2013",2.488,"Luxembourg"
"2013",8.772,"Luxembourg"
"2013",11.526,"Luxembourg"
"2013",15.995,"Luxembourg"
"2013",20.422,"Luxembourg"
"2013",18.464,"Luxembourg"
"2013",15.654,"Macau"
"2013",18.328,"Macau"
"2013",20.449,"Macau"
"2013",21.968,"Macau"
"2013",26.226,"Macau"
"2013",28.283,"Macau"
"2013",28.381,"Macau"
"2013",28.495,"Macau"
"2013",0.772,"Macedonia"
"2013",3.242,"Macedonia"
"2013",6.276,"Macedonia"
"2013",12.28,"Macedonia"
"2013",17.718,"Macedonia"
"2013",19.88,"Macedonia"
"2013",22.328,"Macedonia"
"2013",23.585,"Macedonia"
"2013",25.816,"Madagascar"
"2013",25.874,"Madagascar"
"2013",25.549,"Madagascar"
"2013",24.094,"Madagascar"
"2013",22.394,"Madagascar"
"2013",20.011,"Madagascar"
"2013",19.534,"Madagascar"
"2013",20.404,"Madagascar"
"2013",23.469,"Malawi"
"2013",23.755,"Malawi"
"2013",23.254,"Malawi"
"2013",21.909,"Malawi"
"2013",20.313,"Malawi"
"2013",18.864,"Malawi"
"2013",18.248,"Malawi"
"2013",20.343,"Malawi"
"2013",26.308,"Malaysia"
"2013",26.376,"Malaysia"
"2013",27.461,"Malaysia"
"2013",27.269,"Malaysia"
"2013",27.382,"Malaysia"
"2013",27.614,"Malaysia"
"2013",26.717,"Malaysia"
"2013",26.661,"Malaysia"
"2013",21.485,"Mali"
"2013",24.628,"Mali"
"2013",30.371,"Mali"
"2013",31.843,"Mali"
"2013",34.587,"Mali"
"2013",34.236,"Mali"
"2013",32.028,"Mali"
"2013",30.358,"Mali"
"2013",13.733,"Malta"
"2013",12.364,"Malta"
"2013",15.404,"Malta"
"2013",17.345,"Malta"
"2013",20.186,"Malta"
"2013",22.869,"Malta"
"2013",26.079,"Malta"
"2013",27.519,"Malta"
"2013",25.56,"Martinique"
"2013",25.609,"Martinique"
"2013",25.904,"Martinique"
"2013",26.296,"Martinique"
"2013",27.587,"Martinique"
"2013",28.003,"Martinique"
"2013",28.167,"Martinique"
"2013",28.251,"Martinique"
"2013",20.013,"Mauritania"
"2013",22.864,"Mauritania"
"2013",27.574,"Mauritania"
"2013",29.697,"Mauritania"
"2013",33,"Mauritania"
"2013",34.282,"Mauritania"
"2013",33.248,"Mauritania"
"2013",32.202,"Mauritania"
"2013",26.77,"Mauritius"
"2013",27.014,"Mauritius"
"2013",26.612,"Mauritius"
"2013",25.273,"Mauritius"
"2013",23.63,"Mauritius"
"2013",22.208,"Mauritius"
"2013",21.468,"Mauritius"
"2013",21.524,"Mauritius"
"2013",28.11,"Mayotte"
"2013",27.905,"Mayotte"
"2013",28.297,"Mayotte"
"2013",28.092,"Mayotte"
"2013",27.588,"Mayotte"
"2013",26.056,"Mayotte"
"2013",25.45,"Mayotte"
"2013",25.556,"Mayotte"
"2013",15.299,"Mexico"
"2013",17.361,"Mexico"
"2013",19.421,"Mexico"
"2013",21.986,"Mexico"
"2013",24.113,"Mexico"
"2013",26.225,"Mexico"
"2013",25.304,"Mexico"
"2013",25.274,"Mexico"
"2013",24.99,"Mexico"
"2013",-2.608,"Moldova"
"2013",1.133,"Moldova"
"2013",2.028,"Moldova"
"2013",11.56,"Moldova"
"2013",18.751,"Moldova"
"2013",21.189,"Moldova"
"2013",21.625,"Moldova"
"2013",22.006,"Moldova"
"2013",1.348,"Monaco"
"2013",0.473,"Monaco"
"2013",4.548,"Monaco"
"2013",8.72,"Monaco"
"2013",10.977,"Monaco"
"2013",16.441,"Monaco"
"2013",21.092,"Monaco"
"2013",19.737,"Monaco"
"2013",-20.505,"Mongolia"
"2013",-18.632,"Mongolia"
"2013",-3.976,"Mongolia"
"2013",2.637,"Mongolia"
"2013",11.871,"Mongolia"
"2013",16.04,"Mongolia"
"2013",18.213,"Mongolia"
"2013",16.814,"Mongolia"
"2013",1.331,"Montenegro"
"2013",3.02,"Montenegro"
"2013",5.665,"Montenegro"
"2013",11.911,"Montenegro"
"2013",16.611,"Montenegro"
"2013",19.402,"Montenegro"
"2013",21.988,"Montenegro"
"2013",23.035,"Montenegro"
"2013",25.75,"Montserrat"
"2013",25.767,"Montserrat"
"2013",26.064,"Montserrat"
"2013",26.573,"Montserrat"
"2013",27.718,"Montserrat"
"2013",28.287,"Montserrat"
"2013",28.651,"Montserrat"
"2013",28.896,"Montserrat"
"2013",10.789,"Morocco"
"2013",11.61,"Morocco"
"2013",15.089,"Morocco"
"2013",17.483,"Morocco"
"2013",19.867,"Morocco"
"2013",24.013,"Morocco"
"2013",27.755,"Morocco"
"2013",27.836,"Morocco"
"2013",26.377,"Mozambique"
"2013",26.218,"Mozambique"
"2013",25.591,"Mozambique"
"2013",24.086,"Mozambique"
"2013",22.268,"Mozambique"
"2013",20.833,"Mozambique"
"2013",20.321,"Mozambique"
"2013",22.21,"Mozambique"
"2013",26.365,"Namibia"
"2013",26.647,"Namibia"
"2013",25.413,"Namibia"
"2013",21.509,"Namibia"
"2013",19.669,"Namibia"
"2013",16.554,"Namibia"
"2013",16.118,"Namibia"
"2013",17.852,"Namibia"
"2013",4.628,"Nepal"
"2013",8.357,"Nepal"
"2013",13.114,"Nepal"
"2013",16.893,"Nepal"
"2013",20.691,"Nepal"
"2013",21.375,"Nepal"
"2013",21.367,"Nepal"
"2013",21.185,"Nepal"
"2013",1.649,"Netherlands (Europe)"
"2013",1.439,"Netherlands (Europe)"
"2013",2.012,"Netherlands (Europe)"
"2013",7.571,"Netherlands (Europe)"
"2013",11.257,"Netherlands (Europe)"
"2013",14.877,"Netherlands (Europe)"
"2013",18.745,"Netherlands (Europe)"
"2013",18.07,"Netherlands (Europe)"
"2013",2.186,"Netherlands"
"2013",1.992,"Netherlands"
"2013",2.559,"Netherlands"
"2013",8.005,"Netherlands"
"2013",11.632,"Netherlands"
"2013",15.187,"Netherlands"
"2013",18.975,"Netherlands"
"2013",18.316,"Netherlands"
"2013",25.221,"New Caledonia"
"2013",25.69,"New Caledonia"
"2013",25.619,"New Caledonia"
"2013",24.695,"New Caledonia"
"2013",22.49,"New Caledonia"
"2013",21.719,"New Caledonia"
"2013",21.181,"New Caledonia"
"2013",20.444,"New Caledonia"
"2013",15.623,"New Zealand"
"2013",15.538,"New Zealand"
"2013",14.85,"New Zealand"
"2013",12.279,"New Zealand"
"2013",9.006,"New Zealand"
"2013",6.463,"New Zealand"
"2013",6.751,"New Zealand"
"2013",8.198,"New Zealand"
"2013",25.685,"Nicaragua"
"2013",25.693,"Nicaragua"
"2013",26.672,"Nicaragua"
"2013",28.101,"Nicaragua"
"2013",27.953,"Nicaragua"
"2013",26.834,"Nicaragua"
"2013",26.952,"Nicaragua"
"2013",26.29,"Nicaragua"
"2013",27.664,"Nicaragua"
"2013",20.228,"Niger"
"2013",23.212,"Niger"
"2013",29.701,"Niger"
"2013",31.132,"Niger"
"2013",34.058,"Niger"
"2013",33.786,"Niger"
"2013",32.034,"Niger"
"2013",29.7,"Niger"
"2013",25.958,"Nigeria"
"2013",28.344,"Nigeria"
"2013",30.902,"Nigeria"
"2013",30.047,"Nigeria"
"2013",29.259,"Nigeria"
"2013",27.782,"Nigeria"
"2013",26.62,"Nigeria"
"2013",25.135,"Nigeria"
"2013",26.925,"Niue"
"2013",27.38,"Niue"
"2013",27.28,"Niue"
"2013",26.718,"Niue"
"2013",26.249,"Niue"
"2013",25.209,"Niue"
"2013",24.222,"Niue"
"2013",24.397,"Niue"
"2013",-10.003,"North America"
"2013",-8.602,"North America"
"2013",-4.599,"North America"
"2013",0.327,"North America"
"2013",8.388,"North America"
"2013",14.954,"North America"
"2013",16.84,"North America"
"2013",15.931,"North America"
"2013",12.429,"North America"
"2013",-9.996,"North Korea"
"2013",-7.148,"North Korea"
"2013",-0.221,"North Korea"
"2013",5.267,"North Korea"
"2013",14.494,"North Korea"
"2013",19.168,"North Korea"
"2013",22.755,"North Korea"
"2013",23.613,"North Korea"
"2013",26.043,"Northern Mariana Islands"
"2013",26.169,"Northern Mariana Islands"
"2013",27.432,"Northern Mariana Islands"
"2013",28.341,"Northern Mariana Islands"
"2013",28.779,"Northern Mariana Islands"
"2013",28.858,"Northern Mariana Islands"
"2013",28.068,"Northern Mariana Islands"
"2013",27.581,"Northern Mariana Islands"
"2013",-7.711,"Norway"
"2013",-7.44,"Norway"
"2013",-8.22,"Norway"
"2013",-1.907,"Norway"
"2013",6.471,"Norway"
"2013",9.828,"Norway"
"2013",11.838,"Norway"
"2013",11.024,"Norway"
"2013",29.154,"Oceania"
"2013",27.767,"Oceania"
"2013",26.128,"Oceania"
"2013",23.111,"Oceania"
"2013",19.437,"Oceania"
"2013",16.294,"Oceania"
"2013",16.182,"Oceania"
"2013",17.853,"Oceania"
"2013",20.325,"Oman"
"2013",22.131,"Oman"
"2013",23.09,"Oman"
"2013",29.061,"Oman"
"2013",32.437,"Oman"
"2013",34.009,"Oman"
"2013",32.678,"Oman"
"2013",31.824,"Oman"
"2013",9.797,"Pakistan"
"2013",11.951,"Pakistan"
"2013",15.685,"Pakistan"
"2013",22.958,"Pakistan"
"2013",28.38,"Pakistan"
"2013",30.807,"Pakistan"
"2013",30.502,"Pakistan"
"2013",28.487,"Pakistan"
"2013",27.613,"Palau"
"2013",27.299,"Palau"
"2013",27.912,"Palau"
"2013",28.123,"Palau"
"2013",28.488,"Palau"
"2013",27.994,"Palau"
"2013",27.718,"Palau"
"2013",27.416,"Palau"
"2013",21.693,"Palestina"
"2013",22.398,"Palestina"
"2013",23.266,"Palestina"
"2013",24.144,"Palestina"
"2013",24.796,"Palestina"
"2013",25.362,"Palestina"
"2013",25.617,"Palestina"
"2013",25.461,"Palestina"
"2013",27.395,"Palmyra Atoll"
"2013",27.43,"Palmyra Atoll"
"2013",27.668,"Palmyra Atoll"
"2013",27.665,"Palmyra Atoll"
"2013",28.021,"Palmyra Atoll"
"2013",28.183,"Palmyra Atoll"
"2013",28.2,"Palmyra Atoll"
"2013",28.477,"Palmyra Atoll"
"2013",26.902,"Panama"
"2013",26.551,"Panama"
"2013",27.474,"Panama"
"2013",27.671,"Panama"
"2013",27.313,"Panama"
"2013",27.271,"Panama"
"2013",27.443,"Panama"
"2013",27.115,"Panama"
"2013",25.465,"Papua New Guinea"
"2013",25.774,"Papua New Guinea"
"2013",24.882,"Papua New Guinea"
"2013",25.404,"Papua New Guinea"
"2013",25.402,"Papua New Guinea"
"2013",25.1,"Papua New Guinea"
"2013",24.389,"Papua New Guinea"
"2013",24.137,"Papua New Guinea"
"2013",28.334,"Paraguay"
"2013",27.526,"Paraguay"
"2013",25.662,"Paraguay"
"2013",23.426,"Paraguay"
"2013",21.011,"Paraguay"
"2013",19.342,"Paraguay"
"2013",18.803,"Paraguay"
"2013",18.438,"Paraguay"
"2013",20.749,"Peru"
"2013",20.679,"Peru"
"2013",20.871,"Peru"
"2013",20.32,"Peru"
"2013",20.172,"Peru"
"2013",19.312,"Peru"
"2013",18.544,"Peru"
"2013",19.163,"Peru"
"2013",25.58,"Philippines"
"2013",26.481,"Philippines"
"2013",27.502,"Philippines"
"2013",28.489,"Philippines"
"2013",28.673,"Philippines"
"2013",28.169,"Philippines"
"2013",27.372,"Philippines"
"2013",27.068,"Philippines"
"2013",-3.406,"Poland"
"2013",-0.813,"Poland"
"2013",-1.391,"Poland"
"2013",8.173,"Poland"
"2013",14.957,"Poland"
"2013",17.811,"Poland"
"2013",19.584,"Poland"
"2013",19.148,"Poland"
"2013",9.71,"Portugal"
"2013",9.319,"Portugal"
"2013",11.646,"Portugal"
"2013",13.642,"Portugal"
"2013",15.519,"Portugal"
"2013",19.987,"Portugal"
"2013",23.691,"Portugal"
"2013",23.6,"Portugal"
"2013",24.644,"Puerto Rico"
"2013",24.43,"Puerto Rico"
"2013",24.763,"Puerto Rico"
"2013",25.283,"Puerto Rico"
"2013",26.485,"Puerto Rico"
"2013",27.206,"Puerto Rico"
"2013",27.474,"Puerto Rico"
"2013",28.216,"Puerto Rico"
"2013",28.048,"Puerto Rico"
"2013",18.785,"Qatar"
"2013",20.434,"Qatar"
"2013",21.969,"Qatar"
"2013",27.615,"Qatar"
"2013",31.645,"Qatar"
"2013",35.782,"Qatar"
"2013",37.07,"Qatar"
"2013",35.29,"Qatar"
"2013",26.24,"Reunion"
"2013",26.765,"Reunion"
"2013",26.234,"Reunion"
"2013",25.167,"Reunion"
"2013",23.876,"Reunion"
"2013",22.476,"Reunion"
"2013",21.81,"Reunion"
"2013",21.585,"Reunion"
"2013",-1.684,"Romania"
"2013",1.616,"Romania"
"2013",3.053,"Romania"
"2013",11.284,"Romania"
"2013",16.978,"Romania"
"2013",19.449,"Romania"
"2013",20.861,"Romania"
"2013",21.607,"Romania"
"2013",-25.53,"Russia"
"2013",-22.429,"Russia"
"2013",-16.67,"Russia"
"2013",-2.986,"Russia"
"2013",6.313,"Russia"
"2013",13.327,"Russia"
"2013",16.051,"Russia"
"2013",13.819,"Russia"
"2013",20.408,"Rwanda"
"2013",20.437,"Rwanda"
"2013",20.047,"Rwanda"
"2013",19.121,"Rwanda"
"2013",19.837,"Rwanda"
"2013",19.88,"Rwanda"
"2013",20.021,"Rwanda"
"2013",21.08,"Rwanda"
"2013",25.919,"Saint Barthélemy"
"2013",25.899,"Saint Barthélemy"
"2013",26.187,"Saint Barthélemy"
"2013",26.679,"Saint Barthélemy"
"2013",27.667,"Saint Barthélemy"
"2013",28.414,"Saint Barthélemy"
"2013",28.904,"Saint Barthélemy"
"2013",29.235,"Saint Barthélemy"
"2013",25.326,"Saint Kitts And Nevis"
"2013",25.296,"Saint Kitts And Nevis"
"2013",25.591,"Saint Kitts And Nevis"
"2013",26.111,"Saint Kitts And Nevis"
"2013",27.152,"Saint Kitts And Nevis"
"2013",27.545,"Saint Kitts And Nevis"
"2013",27.948,"Saint Kitts And Nevis"
"2013",28.357,"Saint Kitts And Nevis"
"2013",26.331,"Saint Lucia"
"2013",26.429,"Saint Lucia"
"2013",26.745,"Saint Lucia"
"2013",27.05,"Saint Lucia"
"2013",28.055,"Saint Lucia"
"2013",28.159,"Saint Lucia"
"2013",28.42,"Saint Lucia"
"2013",28.535,"Saint Lucia"
"2013",25.919,"Saint Martin"
"2013",25.899,"Saint Martin"
"2013",26.187,"Saint Martin"
"2013",26.679,"Saint Martin"
"2013",27.667,"Saint Martin"
"2013",28.414,"Saint Martin"
"2013",28.904,"Saint Martin"
"2013",29.235,"Saint Martin"
"2013",-4.64,"Saint Pierre And Miquelon"
"2013",-3.036,"Saint Pierre And Miquelon"
"2013",0.773,"Saint Pierre And Miquelon"
"2013",3.118,"Saint Pierre And Miquelon"
"2013",8.141,"Saint Pierre And Miquelon"
"2013",11.033,"Saint Pierre And Miquelon"
"2013",16.346,"Saint Pierre And Miquelon"
"2013",16.84,"Saint Pierre And Miquelon"
"2013",13.745,"Saint Pierre And Miquelon"
"2013",26.546,"Saint Vincent And The Grenadines"
"2013",26.713,"Saint Vincent And The Grenadines"
"2013",26.98,"Saint Vincent And The Grenadines"
"2013",27.288,"Saint Vincent And The Grenadines"
"2013",28.208,"Saint Vincent And The Grenadines"
"2013",28.199,"Saint Vincent And The Grenadines"
"2013",28.492,"Saint Vincent And The Grenadines"
"2013",28.665,"Saint Vincent And The Grenadines"
"2013",26.97,"Samoa"
"2013",27.421,"Samoa"
"2013",27.204,"Samoa"
"2013",27.423,"Samoa"
"2013",27.633,"Samoa"
"2013",27.364,"Samoa"
"2013",26.604,"Samoa"
"2013",26.793,"Samoa"
"2013",7.609,"San Marino"
"2013",5.774,"San Marino"
"2013",8.538,"San Marino"
"2013",13.745,"San Marino"
"2013",16.041,"San Marino"
"2013",20.265,"San Marino"
"2013",24.299,"San Marino"
"2013",24.654,"San Marino"
"2013",27.134,"Sao Tome And Principe"
"2013",28.076,"Sao Tome And Principe"
"2013",27.487,"Sao Tome And Principe"
"2013",27.098,"Sao Tome And Principe"
"2013",26.815,"Sao Tome And Principe"
"2013",25.501,"Sao Tome And Principe"
"2013",25.09,"Sao Tome And Principe"
"2013",25.059,"Sao Tome And Principe"
"2013",16.947,"Saudi Arabia"
"2013",19.614,"Saudi Arabia"
"2013",22.505,"Saudi Arabia"
"2013",26.874,"Saudi Arabia"
"2013",31.147,"Saudi Arabia"
"2013",34.45,"Saudi Arabia"
"2013",35.706,"Saudi Arabia"
"2013",34.683,"Saudi Arabia"
"2013",24.503,"Senegal"
"2013",27.498,"Senegal"
"2013",30.45,"Senegal"
"2013",30.9,"Senegal"
"2013",32.776,"Senegal"
"2013",31.284,"Senegal"
"2013",29.406,"Senegal"
"2013",27.595,"Senegal"
"2013",0.589,"Serbia"
"2013",2.736,"Serbia"
"2013",5.056,"Serbia"
"2013",12.453,"Serbia"
"2013",17.24,"Serbia"
"2013",19.561,"Serbia"
"2013",22.037,"Serbia"
"2013",23.077,"Serbia"
"2013",27.152,"Seychelles"
"2013",26.781,"Seychelles"
"2013",27.42,"Seychelles"
"2013",29.046,"Seychelles"
"2013",28.439,"Seychelles"
"2013",27.283,"Seychelles"
"2013",26.544,"Seychelles"
"2013",26.948,"Seychelles"
"2013",26.333,"Sierra Leone"
"2013",27.642,"Sierra Leone"
"2013",28.674,"Sierra Leone"
"2013",28.235,"Sierra Leone"
"2013",27.704,"Sierra Leone"
"2013",26.667,"Sierra Leone"
"2013",25.251,"Sierra Leone"
"2013",25.078,"Sierra Leone"
"2013",26.836,"Singapore"
"2013",26.563,"Singapore"
"2013",28.053,"Singapore"
"2013",27.767,"Singapore"
"2013",28.083,"Singapore"
"2013",28.662,"Singapore"
"2013",27.487,"Singapore"
"2013",27.372,"Singapore"
"2013",25.919,"Sint Maarten"
"2013",25.899,"Sint Maarten"
"2013",26.187,"Sint Maarten"
"2013",26.679,"Sint Maarten"
"2013",27.667,"Sint Maarten"
"2013",28.414,"Sint Maarten"
"2013",28.904,"Sint Maarten"
"2013",29.235,"Sint Maarten"
"2013",-2.334,"Slovakia"
"2013",-0.411,"Slovakia"
"2013",0.405,"Slovakia"
"2013",9.295,"Slovakia"
"2013",13.979,"Slovakia"
"2013",17.523,"Slovakia"
"2013",19.631,"Slovakia"
"2013",19.397,"Slovakia"
"2013",1.194,"Slovenia"
"2013",0.53,"Slovenia"
"2013",3.755,"Slovenia"
"2013",11.225,"Slovenia"
"2013",14.573,"Slovenia"
"2013",18.799,"Slovenia"
"2013",22.381,"Slovenia"
"2013",21.501,"Slovenia"
"2013",27.418,"Solomon Islands"
"2013",27.622,"Solomon Islands"
"2013",27.016,"Solomon Islands"
"2013",28.216,"Solomon Islands"
"2013",26.998,"Solomon Islands"
"2013",26.991,"Solomon Islands"
"2013",26.866,"Solomon Islands"
"2013",26.555,"Solomon Islands"
"2013",26.025,"Somalia"
"2013",26.697,"Somalia"
"2013",27.832,"Somalia"
"2013",29.242,"Somalia"
"2013",29.419,"Somalia"
"2013",28.416,"Somalia"
"2013",27.757,"Somalia"
"2013",28.417,"Somalia"
"2013",23.637,"South Africa"
"2013",23.578,"South Africa"
"2013",21.969,"South Africa"
"2013",17.358,"South Africa"
"2013",14.912,"South Africa"
"2013",12.021,"South Africa"
"2013",12.166,"South Africa"
"2013",12.962,"South Africa"
"2013",24.499,"South America"
"2013",24.205,"South America"
"2013",23.544,"South America"
"2013",22.628,"South America"
"2013",21.416,"South America"
"2013",20.734,"South America"
"2013",20.076,"South America"
"2013",20.541,"South America"
"2013",4.356,"South Georgia And The South Sandwich Isla"
"2013",5.254,"South Georgia And The South Sandwich Isla"
"2013",4.28,"South Georgia And The South Sandwich Isla"
"2013",2.954,"South Georgia And The South Sandwich Isla"
"2013",1.174,"South Georgia And The South Sandwich Isla"
"2013",0.697,"South Georgia And The South Sandwich Isla"
"2013",-0.292,"South Georgia And The South Sandwich Isla"
"2013",-0.594,"South Georgia And The South Sandwich Isla"
"2013",-1.949,"South Korea"
"2013",0.477,"South Korea"
"2013",6.617,"South Korea"
"2013",10.469,"South Korea"
"2013",17.862,"South Korea"
"2013",22.436,"South Korea"
"2013",26.571,"South Korea"
"2013",27.601,"South Korea"
"2013",7.318,"Spain"
"2013",6.988,"Spain"
"2013",10.248,"Spain"
"2013",12.188,"Spain"
"2013",14.204,"Spain"
"2013",19.364,"Spain"
"2013",24.543,"Spain"
"2013",24.018,"Spain"
"2013",26.314,"Sri Lanka"
"2013",26.96,"Sri Lanka"
"2013",28.455,"Sri Lanka"
"2013",29.413,"Sri Lanka"
"2013",29.389,"Sri Lanka"
"2013",28.434,"Sri Lanka"
"2013",28.283,"Sri Lanka"
"2013",28.153,"Sri Lanka"
"2013",23.967,"Sudan"
"2013",26.519,"Sudan"
"2013",28.875,"Sudan"
"2013",27.899,"Sudan"
"2013",31.525,"Sudan"
"2013",31.02,"Sudan"
"2013",29.287,"Sudan"
"2013",29.484,"Sudan"
"2013",26.706,"Suriname"
"2013",26.467,"Suriname"
"2013",27.113,"Suriname"
"2013",26.817,"Suriname"
"2013",26.878,"Suriname"
"2013",27.044,"Suriname"
"2013",27.122,"Suriname"
"2013",27.511,"Suriname"
"2013",-10.443,"Svalbard And Jan Mayen"
"2013",-13.603,"Svalbard And Jan Mayen"
"2013",-16.73,"Svalbard And Jan Mayen"
"2013",-11.751,"Svalbard And Jan Mayen"
"2013",-3.09,"Svalbard And Jan Mayen"
"2013",2.422,"Svalbard And Jan Mayen"
"2013",5.354,"Svalbard And Jan Mayen"
"2013",4.785,"Svalbard And Jan Mayen"
"2013",23.105,"Swaziland"
"2013",23.422,"Swaziland"
"2013",21.533,"Swaziland"
"2013",19.313,"Swaziland"
